csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
569.9660111953252	542.9220519224131	634.5513182165762	0	0	0	-0.08663147060000001	-0.0179033094	0.0534872999	-0.049026831900000005	0.1047483855	-0.0609465731	-0.0143945274	-0.0041923167	0.0931010317	-0.0462343877	0.0422161579	-0.08498214470000001	0.1091041759	0.1090898686	0.1090660245	0.1090326458	-0.0144454	0.059898599999999996	-0.0484931	0.0013013	-0.00174239	0.0
571.4541757835237	542.3348392582528	633.4276633176532	0.954033	26.321938	0.05317143000000001	0.0821240238	-0.0894097184	-0.012115163	-0.0557044361	0.0728784291	0.0228153762	0.0111067546	-0.0320910074	0.049609345599999986	-0.0046985104	0.0952198399	0.08031814849999999	0.1090660245	0.1089372966	0.1087228625	0.108422891	-0.00415147	0.0599509	-0.062837	0.0007450239999999997	-0.00175574	0.0
567.4330114531994	541.6523396401386	631.0521831232568	1.012292	27.929289	0.10471733	-0.0617738287	-0.0217752785	0.08373484240000001	-0.13337562779999998	0.0096748915	-0.0701241587	0.0161688993	-0.0799516225	0.0567607608	0.046193141500000014	0.029872581	-0.0476491384	0.1089897352	0.1086323659	0.1080376181	0.1072067914	-0.017999	0.0600066	-0.0283185	0.00010204200000000001	-0.00223867	0.0
567.8983452497521	541.1375898256784	629.2014423029373	0.9425319999999999	26.004604	0.08474042650000001	0.1059173708	-0.0589432505	0.0670295999	-0.1675460739	0.0783229562	0.018329879	0.017091262	-0.1474699985	-0.0181178788	-0.0090459043	0.0568903736	0.0827104288	0.1088753345	0.108175503	0.1070124473	0.105391148	-0.012282800000000005	0.11982000000000001	-0.0258605	9.47947e-06	-0.00235561	-0.000125554
565.0240121390983	540.5914016482617	630.1539386339673	0.9726370000000001	26.835213	0.11987195050000002	-0.0700144121	-0.1151760477	0.002813018	-0.143807677	0.0134232231	0.0598950783	0.0183794075	-0.1814458535	0.0577567913	0.0821903447	0.0766789931	-0.0199549827	0.1087228625	0.1075673469	0.1056505759	0.1029861145	-0.00900216	0.044048199999999996	-0.00152658	2.62406e-06	-0.00223744	7.91324e-05
570.1400263695015	542.0489783963907	633.3159413254348	1.1751559999999999	32.422756	0.208528433	0.0748022311	-0.0775647829	-0.0054863596	0.0147056054	-0.17141060260000002	-0.0284442614	0.0933036554	-0.0465932359	-0.0306415809	0.0434941173	-0.0342800613	0.0804693157	0.1085323724	0.1068087481	0.1039562886	0.1000051409	-0.0171303	0.0507569	-0.129834	-0.00058102	-0.00202273	-0.00043019699999999995
574.4155696318991	542.0794596194913	635.2600951360831	1.1970710000000002	33.027382	0.2778341	-0.055460858	0.0803674344	0.0342553466	-0.0357373838	-0.0328324591	0.0775593913	-0.0284653971	-0.0787438511	-0.0313606816	0.0254734009	-0.1044974287	-0.0635702071	0.108303931	0.1059007676	0.1019349164	0.0964648979	0.016092600000000002	0.160672	-0.0726814	-0.00142188	-0.00184919	0.00010627299999999999
572.3910620007523	542.9655355223243	635.3613541383339	1.223063	33.744518	0.3824849499999999	0.0726833795	-0.0665943494	-0.07285025120000001	-0.0040201294	-0.1025533346	-0.0504946971	0.0329908321	0.017118940200000002	0.0449204387	0.02522442	0.0112701507	0.095643775	0.1080376181	0.1048446753	0.0995928192	0.0923851842	-0.017139500000000002	-0.022147299999999998	-0.0554807	0.00125192	-0.00157024	0.00013818
570.6249195991933	543.0473194416971	635.6190411574457	1.084186	29.912853000000002	0.25163215	0.0067594838	0.0892433608	-0.0015602148	-0.0154966648	-0.0798655771	0.0386372415	-0.0242936249	0.0117661029	-0.043048664400000006	0.0113106109	-0.1353757227	-0.007465230799999998	0.1077335267	0.1036419483	0.0969373661	0.087788815	-0.017139500000000002	0.112516	-0.07211589999999997	0.000288811	-0.000861047	0.000472551
574.6781337615361	543.1023917964782	636.1843018524003	1.074051	29.63324	0.06084604	-0.06966165860000001	0.0220456803	-0.0708091955	0.1028888409	-0.027065377400000003	0.1093563649	-0.0458267146	0.0087953452	-0.0053207563	-0.0078177774	-0.0471186711	-0.0489598057	0.1073917633	0.1022942687	0.0939769123	0.0827014951	-0.0171331	0.12351500000000006	-0.0501549	9.65952e-05	-0.000695145	0.000672026
575.406191139626	543.0427546208464	638.4661450956506	1.170299	32.288742	0.07891401499999999	0.0781070075	0.097641543	-0.1209227472	0.06631520269999999	-0.0811118904	0.008895334	-0.07292755690000001	0.0117139314	-0.1076359291	0.026108474	-0.0661225954	0.0589797832	0.1070124473	0.1008035212	0.0907207723	0.077151675	-0.0142221	0.0725263	-0.0393401	-2.62021e-05	-0.0007696969999999999	0.000585385
574.420672092718	544.3793341659713	637.8874697220111	1.129923	31.174749	0.05154219500000001	-0.0430957135	0.1043427484	0.054599740999999986	0.1102531073	-0.0364133183	0.0451382767	-0.0097711095	0.1437868207	-0.0151757192	0.0799666582	-0.0907767459	-0.039386417	0.1065957114	0.0991717909	0.08717919119999999	0.07117039139999999	-0.017124599999999997	0.07886060000000002	-0.058133699999999996	-0.00017926200000000002	-0.00060321	0.0007360739999999998
573.2450332296743	543.3327385467028	637.9374031397911	1.150924	31.754183	0.1478276	-0.0778363308	-0.0555340315	-0.0672759588	0.1067404959	0.0701158199	0.0561049289	0.012758319099999998	0.0313015027	0.0393817275	-0.0260696604	0.023630348	-0.0740892509	0.1061417014	0.0974013599	0.0833633121	0.06479109400000001	-0.0314615	0.14095	-0.07510519999999997	-0.00021498	0.00034020199999999995	0.00084554
580.2823365609095	544.8661207714129	638.0004271903855	2.056061	56.727039000000005	1.0438924	0.1003077608	-0.0677352329	0.2737086845	0.2748644577	0.0235635463	-0.0978474318	0.3413406273	0.1904180844	-0.0113878051	-0.2425661487	-0.0177499524	-0.00112804	0.1056505759	0.0954947043	0.0792851412	0.05804945860000001	0.0410688	0.07264810000000001	-0.35575	0.00862596	0.00076519	0.00402792
574.4066403254661	545.3071708169749	639.6674241574822	2.183395	60.240218999999996	1.3194578000000001	-0.0367423475	0.1555033023	-0.0089775264	0.0162323576	0.035619010699999995	0.0578128937	-0.10510316	0.1870460077	-0.0269504204	0.008356721899999999	0.0220353302	-0.0550837994	0.1051225066	0.0934544907	0.0749575099	0.0509831871	-0.06732769999999999	0.0933352	0.0168988	-0.0022298	0.00127839	-0.0009576280000000001
569.2485839439411	543.9680143568537	635.7341783470328	1.544401	42.61026	0.4289654199999999	-0.0986637449	-0.0292080409	-0.0995857677	0.0078449925	0.0543771916	0.017101814099999998	-0.0636208515	0.0443477908	0.0858774475	-0.0627374566	0.0365597347	-0.0678740942	0.1045576784	0.0912835726	0.07039403450000001	0.043631796900000006	-0.00236638	0.0212253	0.026881099999999998	0.0005233740000000001	-0.00104038	-0.000391334
570.7379709967107	542.6879944145935	635.8998658721082	1.356531	37.426914000000004	0.2647427	0.0782199484	0.08750192720000001	-0.0870884576	-0.0536414053	0.0102938064	0.0283506501	-0.1153890339	-0.0394937655	-0.1113462006	0.0089074913	-0.0363516281	0.0551848728	0.1039562886	0.0889849861	0.06560907349999999	0.0360364	0.00694307	0.14420999999999998	0.0654221	-0.00122406	-0.0011474	-0.000415031
571.9225923168212	542.8656101213768	638.1303679438714	1.4040110000000001	38.736893	0.5558403000000001	-0.0921622943	-0.042499386900000005	0.0691782386	0.0782170681	-0.0205381067	-0.0490451149	0.08872117880000001	0.023247284	0.0545447501	0.0584269726	-0.0137880075	-0.1093432811	0.1033185475	0.0865619461	0.0606176821	0.028239473	-0.009832200000000001	0.008699119999999998	-0.08280959999999997	0.00222708	-0.000502711	0.000595589
572.1858474046937	542.4036649765006	635.0866075397662	1.2692230000000002	35.01807	0.17836378	0.0955843029	-0.0318942968	-0.05647944570000001	0.0428333959	-0.038714355	-0.053132663200000006	0.0275538648	-0.0253492966	-0.0679988644	-0.031925545699999995	-0.0169295622	0.0688798646	0.1026446782	0.0840178413	0.055435565	0.0202846193	-0.0172302	0.12097000000000001	-0.0716475	0.0016821099999999995	-0.000318504	0.00037411
571.3088619514534	541.9724513836106	636.3782182848607	1.270291	35.047527	0.17817675	-0.0946365863	0.0202730573	0.0027747022	-0.0058842865000000005	-0.0215834264	0.0021110458	-0.0262101281	-0.0462101257	-0.0430319347	0.07448873290000001	-0.0041934438	-0.1034332465	0.1019349164	0.08135623	0.0500790271	0.0122163259	-0.020012099999999998	0.08667919999999997	-0.0188459	0.000512394	0.000192125	0.000288406
574.5274517154793	542.7496489465368	635.5805994727275	1.090219	30.079303999999997	0.14210889999999998	0.1135401063	0.0371885104	-0.0582969472	0.0270702437	-0.0240108642	0.0131878565	-0.027917184900000003	0.0272099894	-0.0543229516	0.049827306399999986	0.0277576193	0.08424060369999999	0.10118951	0.07858083469999999	0.044564922	0.0040797138	-0.00220239	0.00355614	0.00513253	0.000250873	0.000109692	0.000288406
571.1673749649974	542.5456161797331	634.8936673467648	1.0815700000000001	29.840698	0.27329489	-0.09846991	-0.0325010549	-0.0320351574	-0.043318314800000014	0.0247803531	0.0327518644	-0.0542241701	-0.041892664700000005	-0.0059196061	0.025023871	0.049597128	-0.100247494	0.10040872	0.07569553700000001	0.0389105992	-0.0040797138	-0.00220133	0.20188599999999998	0.024522400000000003	-0.000641312	0.00032898800000000006	0.000288407
571.8799655087304	542.7715895370781	635.5153103825141	1.067618	29.455740000000002	0.23685837	0.052674444400000006	0.0977042885	0.0301555644	-0.0376557365	0.006379864	0.0067249537	-0.046171897	0.052887406	-0.0670076908	0.0977192677	0.0370242246	0.0666100136	0.0995928192	0.07270437219999999	0.033133849300000004	-0.0122163259	-0.00223383	0.00857111	0.03898069999999999	-0.000798792	0.00040472699999999996	-5.94276e-05
569.8812359348452	542.2229569717217	635.0074615918184	1.221122	33.690956	0.35512598	-0.071885716	-0.1041898722	0.003983390900000001	-1.16198e-05	0.030715929500000006	0.054951956	0.0290801937	-0.054508968600000006	0.0426965523	0.0146276785	0.0383424691	-0.0649733267	0.0987420929	0.0696115238	0.027252848	-0.0202846193	-0.0101081	0.0948138	-0.07814650000000001	0.0006945110000000001	-0.0009160819999999999	-0.000122952
571.9817489719397	542.9190038001028	635.4811313366441	1.914478	52.820755000000005	0.40909595	0.0628373545	0.0150151211	0.0757586182	0.07904099099999999	-0.0193855702	-0.2606203279	0.0879996676	-0.0265768318	-0.076648227	-0.2108046222	-0.0630669494	0.046352125	0.0978568387	0.0664213173	0.0212860992	-0.028239473	-0.0210775	0.16787	-0.10514000000000001	0.00597092	-0.00160121	-0.000122952
575.4867143494236	543.3576978090969	640.4789433069224	1.7059060000000001	47.066216	0.42650145	-0.0452833062	0.1475772387	0.0126510908	0.0278196251	-0.0185406211	-0.0084890177	-0.0591082612	0.0247546302	-0.0617288625	-0.0076863974	-0.1237148891	-0.0499701515	0.0969373661	0.0631382147	0.0152523765	-0.0360364	0.0113839	0.110499	-0.09955989999999999	0.00109407	-0.00032364	0.00034440699999999997
572.0513231512301	543.6767198856561	637.531573833681	1.409365	38.884613	0.25200511000000003	-0.0732795689	-0.0717143613	-0.06386129900000001	0.1167986896	0.0077661887	0.048874846500000006	0.0042439959	0.0876026916	0.0834226336	0.0330749888	0.0669085433	0.0046356743	0.0959839967	0.0597668075	0.0091706641	-0.043631796900000006	-0.00219811	-0.015921	-0.0787874	-0.000157941	-0.000706791	0.000154957
570.8832316781477	543.1036581661335	636.9505563057088	1.154318	31.847807	0.1847257	0.0935415759	0.0423318574	-0.0118509108	-0.003867836	0.0528454479	0.0537008376	-0.0299710175	0.0370230356	-0.042801096	-0.0129291416	-0.006468410999999999	0.0692529469	0.0949970637	0.05631181110000001	0.0030600974	-0.0509831871	-0.00225291	0.122531	-0.070362	-0.0005555040000000001	-0.0009899330000000001	0.000230122
573.0871758480909	542.718946845008	636.6431270148622	1.137735	31.390278000000002	0.15340420000000002	-0.1203062509	0.0316834872	-0.037399097400000005	-0.011863049	0.1128252419	0.0273961007	-0.1104608363	-0.0139172613	0.0595035191	-0.0198673824	0.0333889301	-0.08050312820000001	0.0939769123	0.0527780575	-0.0030600974	-0.05804945860000001	0.00476049	0.126001	0.021986099999999998	-0.00111285	-0.00065047	0.000115477
572.624340131314	542.3712694736882	638.2511057946241	1.090424	30.084984000000002	0.15191589000000005	0.0680715866	0.0013753731	-0.050427549400000014	0.0286384409	0.0268367249	0.020330387	-0.0211137944	0.022882295	0.0043831370000000005	0.0830257749	0.0907988528	0.1033958671	0.0929238992	0.049170489000000005	-0.0091706641	-0.06479109400000001	-0.00228149	0.0308762	-0.00787112	-0.00126858	-0.000795635	1.85342e-05
574.6726060956487	543.3629841661467	639.1297705299886	1.826493	50.393229999999996	0.62357125	0.0807495646	-0.008539244100000001	0.0588178645	0.1289119026	0.1014008151	-0.2427677505	0.0918137469	0.0114194295	-0.0314807152	-0.3072115263	-0.0614312498	-0.000503695	0.0918383927	0.0454941512	-0.0152523765	-0.07117039139999999	-0.0307106	0.10771700000000001	-0.145262	0.00538567	-0.0004994509999999999	-0.0006492409999999999
575.1157229273861	544.0452334553755	640.7457667788548	1.495974	41.274162	0.45830946	0.0696109565	0.070665703	-0.0410122758	0.0527047838	0.0616952775	0.0573749413	-0.06285503049999999	0.0913176696	-0.0341094027	-0.0460092781	0.0078742846	0.0641104948	0.0907207723	0.0417541856	-0.0212860992	-0.077151675	-0.00504404	0.106334	-0.0676133	-0.000612945	-0.00058333	0.000340489
569.9784484435711	542.4130449470877	635.0195932129287	1.225217	33.803928000000006	0.08289175999999998	0.0390865695	-0.132994494	-0.0599210392	-0.055250684800000005	0.1238741684	0.0486904472	-0.0156030298	0.0058094555	0.0646987293	-0.010524248	0.1542567824	0.053744919400000014	0.0895714288	0.0379558231	-0.027252848	-0.0827014951	-0.0124225	0.051822	-0.0676332	-0.000374111	-0.000634873	0.00021123799999999999
567.836318460423	542.6303304195875	634.3816814337222	1.179463	32.541573	0.17443335	-0.0413040329	0.0501387104	0.092098669	-0.0942710802	-0.0024078196	0.0021918439	-0.001807438	0.0375590861	0.052829683899999993	0.0824094517	0.0364081058	0.0073229831	0.0883907642	0.0341043759	-0.033133849300000004	-0.087788815	-0.008824429999999998	0.0757076	0.00702598	-0.00159286	-0.000670722	0.00040245
